经营者年龄,年龄分组描述,婚姻状态,户籍类型,本地居住年限,经营类型,资产等级,住房所有权,资产持有年限,贷款金额_万元,贷款金额分组描述,贷款期限_月,还款负担等级,其他负债_万元,贷款资产比,征信等级,行内评分,历史贷款笔数,账户活跃度,储蓄账户等级,稳定性评分,违约概率,风险评分,风险等级,重庆三农客户评分,客户等级,柑橘产业细分,是否违约,反洗钱行业分类,企业名称,风险特征描述
56,资深经营者(55-64岁),已婚,本地户籍,4,水果种植,1,自有房产,5,3.09,微型贷款(5万以下),12,4,0.015,0.280909091,4,2,1,4,1,3,0.037068137,3.706813665,低风险,96.29318633,优质客户,传统散户种植,0,教育培训机构,辽宁盛养殖个体工商户_0444,企业名称：辽宁盛养殖个体工商户_0444；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：3.09；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：3.71；历史违约记录：0.00
50,成熟经营者(45-54岁),已婚,本地户籍,2,水果种植,1,自有房产,3,7.87,小型贷款(5-20万),12,4,0.015,0.715454545,2,2,1,4,1,3,0.118262709,11.82627088,中低风险,88.17372912,优质客户,传统散户种植,0,教育培训机构,台湾恒种植家庭农场_0445,企业名称：台湾恒种植家庭农场_0445；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：7.87；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.83；历史违约记录：0.00
36,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,4,其他,5,3.5,微型贷款(5万以下),6,4,0.015,0.085365854,4,2,2,4,5,2,0.039780925,3.978092483,低风险,96.02190752,优质客户,中型专业种植,0,文化艺术/广告传媒,河北昌种植种养专业合作社_0446,企业名称：河北昌种植种养专业合作社_0446；所属行业：文化艺术/广告传媒；资产规模等级：4.00；贷款金额（万元）：3.50；贷款期限（月）：6.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：3.98；历史违约记录：0.00
21,青年创业者(25岁以下),已婚,本地户籍,2,水果种植,3,自有房产,3,4.43,微型贷款(5万以下),12,4,0.015,0.142903226,2,2,1,4,5,3,0.077628959,7.762895906,低风险,92.23710409,优质客户,中型专业种植,0,公共事业/市政服务,海南恒园艺家庭农场_0447,企业名称：海南恒园艺家庭农场_0447；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：4.43；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.76；历史违约记录：0.00
32,青壮年主力(25-34岁),已婚,本地户籍,2,畜禽养殖,4,其他,3,23.43,中型贷款(20-50万),36,2,0.015,0.571463415,2,2,1,4,1,2,0.290239052,29.02390518,中风险,70.97609482,良好客户,非柑橘产业,0,制造业（含加工）,山西通服务新能源有限公司_0448,企业名称：山西通服务新能源有限公司_0448；所属行业：制造业（含加工）；资产规模等级：4.00；贷款金额（万元）：23.43；贷款期限（月）：36.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.29；综合风险得分：29.02；历史违约记录：0.00
66,老年经营者(65岁以上),已婚,本地户籍,3,蔬菜种植,1,自有房产,3,3.95,微型贷款(5万以下),9,4,0.015,0.359090909,2,2,1,2,3,3,0.14088596,14.08859601,中低风险,85.91140399,优质客户,非柑橘产业,0,公共事业/市政服务,甘肃顺农产品个体工商户_0449,企业名称：甘肃顺农产品个体工商户_0449；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：3.95；贷款期限（月）：9.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.14；综合风险得分：14.09；历史违约记录：0.00
66,老年经营者(65岁以上),已婚,本地户籍,3,蔬菜种植,1,自有房产,3,3.83,微型贷款(5万以下),12,4,0.015,0.348181818,2,2,1,2,3,3,0.149191585,14.91915846,中低风险,85.08084154,优质客户,非柑橘产业,1,教育培训机构,宁夏顺园艺个体工商户_0450,企业名称：宁夏顺园艺个体工商户_0450；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：3.83；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.15；综合风险得分：14.92；历史违约记录：1.00
39,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,3,自有房产,4,11.06,小型贷款(5-20万),20,4,0.015,0.356774194,2,2,1,1,5,3,0.276508013,27.65080126,中风险,72.34919874,良好客户,中型专业种植,0,制造业（含加工）,海南盛物流工程有限公司_0451,企业名称：海南盛物流工程有限公司_0451；所属行业：制造业（含加工）；资产规模等级：3.00；贷款金额（万元）：11.06；贷款期限（月）：20.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：中风险；预测违约概率：0.28；综合风险得分：27.65；历史违约记录：0.00
70,老年经营者(65岁以上),已婚,本地户籍,4,畜禽养殖,4,其他,1,36.54,中型贷款(20-50万),10,2,0.005,0.891219512,2,2,1,2,1,2,0.384921933,38.49219333,中高风险,61.50780667,良好客户,非柑橘产业,0,虚拟货币交易平台,山东兴贸易进出口有限公司_0452,企业名称：山东兴贸易进出口有限公司_0452；所属行业：虚拟货币交易平台；资产规模等级：4.00；贷款金额（万元）：36.54；贷款期限（月）：10.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.38；综合风险得分：38.49；历史违约记录：0.00
24,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,4,其他,2,28.715,中型贷款(20-50万),24,2,0.015,0.700365854,4,2,2,2,1,2,0.408946292,40.89462919,中高风险,59.10537081,一般客户,中型专业种植,0,跨境贸易/进出口公司,四川昌科技科技发展有限公司_0453,企业名称：四川昌科技科技发展有限公司_0453；所属行业：跨境贸易/进出口公司；资产规模等级：4.00；贷款金额（万元）：28.71；贷款期限（月）：24.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.41；综合风险得分：40.89；历史违约记录：0.00
22,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,4,其他,1,19.865,小型贷款(5-20万),14,1,0.015,0.484512195,2,2,1,1,1,2,0.542512869,54.25128686,高风险,45.74871314,一般客户,传统散户种植,0,现金密集型服务业（餐饮、娱乐、KTV）,天津盛实业有限责任公司_0454,企业名称：天津盛实业有限责任公司_0454；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：4.00；贷款金额（万元）：19.86；贷款期限（月）：14.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：54.25；历史违约记录：0.00
27,青壮年主力(25-34岁),已婚,本地户籍,1,蔬菜种植,1,自有房产,3,37.09,中型贷款(20-50万),60,1,0.015,3.371818182,3,2,1,2,5,3,0.283265758,28.32657578,中风险,71.67342422,良好客户,非柑橘产业,0,信息技术/软件服务,江苏通服务制造有限公司_0455,企业名称：江苏通服务制造有限公司_0455；所属行业：信息技术/软件服务；资产规模等级：1.00；贷款金额（万元）：37.09；贷款期限（月）：60.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.28；综合风险得分：28.33；历史违约记录：0.00
29,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,3,自有房产,3,13.145,小型贷款(5-20万),20,2,0.005,0.424032258,3,2,2,2,1,3,0.355437558,35.54375579,中高风险,64.45624421,良好客户,中型专业种植,0,典当行/拍卖行,天津盛科技有限责任公司_0456,企业名称：天津盛科技有限责任公司_0456；所属行业：典当行/拍卖行；资产规模等级：3.00；贷款金额（万元）：13.14；贷款期限（月）：20.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.36；综合风险得分：35.54；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,2,蔬菜种植,2,自有房产,3,9.705,小型贷款(5-20万),18,4,0.015,0.462142857,2,2,1,2,4,3,0.250036087,25.00360869,中风险,74.99639131,良好客户,非柑橘产业,0,建筑施工/工程承包,四川兴信息新能源有限公司_0457,企业名称：四川兴信息新能源有限公司_0457；所属行业：建筑施工/工程承包；资产规模等级：2.00；贷款金额（万元）：9.71；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.25；综合风险得分：25.00；历史违约记录：0.00
29,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,2,自有房产,2,11.665,小型贷款(5-20万),24,4,0.005,0.55547619,3,2,1,2,5,3,0.165559236,16.55592359,中低风险,83.44407641,优质客户,非柑橘产业,0,教育培训机构,湖北源农产品个体经营_0458,企业名称：湖北源农产品个体经营_0458；所属行业：教育培训机构；资产规模等级：2.00；贷款金额（万元）：11.66；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.17；综合风险得分：16.56；历史违约记录：0.00
26,青壮年主力(25-34岁),其他,本地户籍,4,水果种植,3,租赁房产,2,12.225,小型贷款(5-20万),12,2,0.015,0.394354839,2,2,1,4,5,1,0.048353887,4.835388699,低风险,95.1646113,优质客户,中型专业种植,0,农业种植/养殖,湖南鑫农产品个体经营_0459,企业名称：湖南鑫农产品个体经营_0459；所属行业：农业种植/养殖；资产规模等级：3.00；贷款金额（万元）：12.22；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：4.84；历史违约记录：0.00
60,资深经营者(55-64岁),单身,本地户籍,4,畜禽养殖,1,自有房产,1,32.34,中型贷款(20-50万),20,1,0.015,2.94,2,2,1,2,5,2,0.127135127,12.71351267,中低风险,87.28648733,优质客户,非柑橘产业,0,公共事业/市政服务,四川隆养殖个体经营_0460,企业名称：四川隆养殖个体经营_0460；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：32.34；贷款期限（月）：20.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.13；综合风险得分：12.71；历史违约记录：0.00
40,中年骨干(35-44岁),已婚,本地户籍,4,畜禽养殖,2,自有房产,1,36.87,中型贷款(20-50万),18,4,0.01,1.755714286,4,2,2,2,1,3,0.321058189,32.10581892,中高风险,67.89418108,良好客户,非柑橘产业,0,虚拟货币交易平台,河南达投资有限公司_0461,企业名称：河南达投资有限公司_0461；所属行业：虚拟货币交易平台；资产规模等级：2.00；贷款金额（万元）：36.87；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中高风险；预测违约概率：0.32；综合风险得分：32.11；历史违约记录：0.00
23,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,3,自有房产,2,19.06,小型贷款(5-20万),15,1,0.015,0.61483871,2,2,1,4,2,3,0.100267049,10.02670486,中低风险,89.97329514,优质客户,中型专业种植,0,公共事业/市政服务,山东兴养殖家庭农场_0462,企业名称：山东兴养殖家庭农场_0462；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：19.06；贷款期限（月）：15.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.10；综合风险得分：10.03；历史违约记录：0.00
45,成熟经营者(45-54岁),已婚,本地户籍,2,蔬菜种植,3,自有房产,3,20.03,中型贷款(20-50万),28,3,0.015,0.646129032,2,2,1,1,1,3,0.568694211,56.86942108,高风险,43.13057892,一般客户,非柑橘产业,1,贵金属/珠宝首饰经营,湖北恒商贸投资有限公司_0463,企业名称：湖北恒商贸投资有限公司_0463；所属行业：贵金属/珠宝首饰经营；资产规模等级：3.00；贷款金额（万元）：20.03；贷款期限（月）：28.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.57；综合风险得分：56.87；历史违约记录：1.00
24,青年创业者(25岁以下),已婚,本地户籍,2,粮油种植,1,租赁房产,1,37.36,中型贷款(20-50万),12,1,0.015,3.396363636,2,2,1,2,5,2,0.192409054,19.24090538,中风险,80.75909462,优质客户,非柑橘产业,0,制造业（含加工）,云南通服务环保科技有限公司_0464,企业名称：云南通服务环保科技有限公司_0464；所属行业：制造业（含加工）；资产规模等级：1.00；贷款金额（万元）：37.36；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.19；综合风险得分：19.24；历史违约记录：0.00
55,资深经营者(55-64岁),已婚,本地户籍,4,畜禽养殖,1,自有房产,5,7.12,小型贷款(5-20万),12,3,0.015,0.647272727,2,2,1,3,5,3,0.059513949,5.951394859,低风险,94.04860514,优质客户,非柑橘产业,0,医疗卫生服务,湖北顺种植教育科技有限公司_0465,企业名称：湖北顺种植教育科技有限公司_0465；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：7.12；贷款期限（月）：12.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.95；历史违约记录：0.00
30,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,3,10.14,小型贷款(5-20万),12,4,0.015,0.327096774,2,2,1,2,5,3,0.156532494,15.65324938,中低风险,84.34675062,优质客户,中型专业种植,0,公共事业/市政服务,安徽昌农产品健康管理有限公司_0466,企业名称：安徽昌农产品健康管理有限公司_0466；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：10.14；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：15.65；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,4,其他,5,26.62,中型贷款(20-50万),15,1,0.015,0.649268293,2,2,1,4,3,2,0.108750699,10.87506989,中低风险,89.12493011,优质客户,规模化智慧种植,0,农业种植/养殖,甘肃盛园艺个体经营_0467,企业名称：甘肃盛园艺个体经营_0467；所属行业：农业种植/养殖；资产规模等级：4.00；贷款金额（万元）：26.62；贷款期限（月）：15.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.11；综合风险得分：10.88；历史违约记录：0.00
24,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,3,租赁房产,4,11.615,小型贷款(5-20万),36,4,0.015,0.374677419,2,2,1,2,1,2,0.545351455,54.53514552,高风险,45.46485448,一般客户,传统散户种植,0,现金密集型服务业（餐饮、娱乐、KTV）,天津盛商贸基金管理有限公司_0468,企业名称：天津盛商贸基金管理有限公司_0468；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：3.00；贷款金额（万元）：11.62；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：高风险；预测违约概率：0.55；综合风险得分：54.54；历史违约记录：0.00
47,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,2,自有房产,5,6.965,小型贷款(5-20万),12,4,0.005,0.331666667,2,1,3,4,1,3,0.229216474,22.92164736,中风险,77.07835264,良好客户,传统散户种植,0,信息技术/软件服务,重庆达服务运输有限公司_0469,企业名称：重庆达服务运输有限公司_0469；所属行业：信息技术/软件服务；资产规模等级：2.00；贷款金额（万元）：6.96；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：3.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.23；综合风险得分：22.92；历史违约记录：0.00
47,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,4,其他,3,9.92,小型贷款(5-20万),18,4,0.005,0.24195122,2,2,2,4,1,2,0.374115579,37.41155789,中高风险,62.58844211,良好客户,中型专业种植,0,虚拟货币交易平台,黑龙江顺投资基金管理有限公司_0470,企业名称：黑龙江顺投资基金管理有限公司_0470；所属行业：虚拟货币交易平台；资产规模等级：4.00；贷款金额（万元）：9.92；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中高风险；预测违约概率：0.37；综合风险得分：37.41；历史违约记录：0.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,5,4.995,微型贷款(5万以下),24,4,0.015,0.161129032,2,2,2,4,5,3,0.115779055,11.57790549,中低风险,88.42209451,优质客户,中型专业种植,0,医疗卫生服务,上海顺园艺种养专业合作社_0471,企业名称：上海顺园艺种养专业合作社_0471；所属行业：医疗卫生服务；资产规模等级：3.00；贷款金额（万元）：5.00；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.58；历史违约记录：0.00
37,中年骨干(35-44岁),已婚,本地户籍,2,水果种植,2,自有房产,5,37.045,中型贷款(20-50万),36,3,0.015,1.764047619,2,2,2,4,5,3,0.119543378,11.95433778,中低风险,88.04566222,优质客户,传统散户种植,0,文化艺术/广告传媒,宁夏盛养殖个体工商户_0472,企业名称：宁夏盛养殖个体工商户_0472；所属行业：文化艺术/广告传媒；资产规模等级：2.00；贷款金额（万元）：37.05；贷款期限（月）：36.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.95；历史违约记录：0.00
33,青壮年主力(25-34岁),已婚,本地户籍,4,蔬菜种植,1,租赁房产,4,10.93,小型贷款(5-20万),15,1,0.005,0.993636364,2,2,1,4,5,2,0.039457509,3.94575091,低风险,96.05424909,优质客户,非柑橘产业,0,公共事业/市政服务,云南源种植个体经营_0473,企业名称：云南源种植个体经营_0473；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：10.93；贷款期限（月）：15.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：3.95；历史违约记录：0.00
31,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,5,22.365,中型贷款(20-50万),36,4,0.015,0.721451613,2,2,1,3,1,3,0.438163411,43.81634112,中高风险,56.18365888,一般客户,中型专业种植,0,虚拟货币交易平台,云南兴科技贸易有限公司_0474,企业名称：云南兴科技贸易有限公司_0474；所属行业：虚拟货币交易平台；资产规模等级：3.00；贷款金额（万元）：22.36；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中高风险；预测违约概率：0.44；综合风险得分：43.82；历史违约记录：0.00
27,青壮年主力(25-34岁),其他,本地户籍,3,蔬菜种植,3,自有房产,2,4.685,微型贷款(5万以下),24,4,0.015,0.151129032,2,2,2,4,1,2,0.284661968,28.46619676,中风险,71.53380324,良好客户,非柑橘产业,0,批发零售业,福建盛工程环保科技有限公司_0475,企业名称：福建盛工程环保科技有限公司_0475；所属行业：批发零售业；资产规模等级：3.00；贷款金额（万元）：4.68；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.28；综合风险得分：28.47；历史违约记录：0.00
47,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,2,自有房产,5,17.11,小型贷款(5-20万),18,4,0.005,0.814761905,2,1,3,4,1,3,0.237164256,23.71642558,中风险,76.28357442,良好客户,传统散户种植,0,批发零售业,上海源信息供应链管理有限公司_0476,企业名称：上海源信息供应链管理有限公司_0476；所属行业：批发零售业；资产规模等级：2.00；贷款金额（万元）：17.11；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：3.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.24；综合风险得分：23.72；历史违约记录：0.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,2,15.525,小型贷款(5-20万),24,4,0.015,0.500806452,2,2,2,4,5,3,0.102689807,10.26898068,中低风险,89.73101932,优质客户,中型专业种植,0,教育培训机构,北京盛养殖种养专业合作社_0477,企业名称：北京盛养殖种养专业合作社_0477；所属行业：教育培训机构；资产规模等级：3.00；贷款金额（万元）：15.53；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.10；综合风险得分：10.27；历史违约记录：0.00
57,资深经营者(55-64岁),已婚,本地户籍,4,蔬菜种植,4,其他,5,13.74,小型贷款(5-20万),12,2,0.005,0.335121951,4,2,3,4,1,2,0.101025363,10.10253626,中低风险,89.89746374,优质客户,非柑橘产业,0,医疗卫生服务,新疆隆养殖餐饮管理有限公司_0478,企业名称：新疆隆养殖餐饮管理有限公司_0478；所属行业：医疗卫生服务；资产规模等级：4.00；贷款金额（万元）：13.74；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：3.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.10；综合风险得分：10.10；历史违约记录：0.00
67,老年经营者(65岁以上),已婚,本地户籍,4,水果种植,3,自有房产,1,19.36,小型贷款(5-20万),18,2,0.015,0.624516129,2,2,1,2,1,3,0.269951637,26.99516368,中风险,73.00483632,良好客户,中型专业种植,0,建筑施工/工程承包,辽宁隆工程工程有限公司_0479,企业名称：辽宁隆工程工程有限公司_0479；所属行业：建筑施工/工程承包；资产规模等级：3.00；贷款金额（万元）：19.36；贷款期限（月）：18.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.27；综合风险得分：27.00；历史违约记录：0.00
48,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,2,自有房产,5,25.95,中型贷款(20-50万),27,4,0.015,1.235714286,2,1,4,4,5,3,0.14868874,14.86887396,中低风险,85.13112604,优质客户,传统散户种植,0,文化艺术/广告传媒,上海昌农业旅游开发有限公司_0480,企业名称：上海昌农业旅游开发有限公司_0480；所属行业：文化艺术/广告传媒；资产规模等级：2.00；贷款金额（万元）：25.95；贷款期限（月）：27.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：4.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.15；综合风险得分：14.87；历史违约记录：0.00
40,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,1,租赁房产,4,15.005,小型贷款(5-20万),18,2,0.015,1.364090909,2,2,1,2,1,2,0.277077496,27.70774955,中风险,72.29225045,良好客户,传统散户种植,0,信息技术/软件服务,甘肃达信息制造有限公司_0481,企业名称：甘肃达信息制造有限公司_0481；所属行业：信息技术/软件服务；资产规模等级：1.00；贷款金额（万元）：15.01；贷款期限（月）：18.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.28；综合风险得分：27.71；历史违约记录：0.00
32,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,4,其他,3,19.315,小型贷款(5-20万),24,1,0.015,0.471097561,3,2,1,4,1,2,0.123700681,12.37006814,中低风险,87.62993186,优质客户,中型专业种植,0,公共事业/市政服务,贵州盛生态种养专业合作社_0482,企业名称：贵州盛生态种养专业合作社_0482；所属行业：公共事业/市政服务；资产规模等级：4.00；贷款金额（万元）：19.32；贷款期限（月）：24.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：12.37；历史违约记录：0.00
49,成熟经营者(45-54岁),已婚,外地户籍,4,水果种植,2,租赁房产,5,29.005,中型贷款(20-50万),12,2,0.015,1.381190476,4,2,1,4,5,1,0.02630489,2.630488978,低风险,97.36951102,优质客户,传统散户种植,0,教育培训机构,海南源种植种养专业合作社_0483,企业名称：海南源种植种养专业合作社_0483；所属行业：教育培训机构；资产规模等级：2.00；贷款金额（万元）：29.00；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.03；综合风险得分：2.63；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,2,水果种植,2,自有房产,4,7.96,小型贷款(5-20万),12,3,0.015,0.379047619,4,2,1,4,4,3,0.026674565,2.66745647,低风险,97.33254353,优质客户,传统散户种植,0,文化艺术/广告传媒,山西顺种植餐饮管理有限公司_0484,企业名称：山西顺种植餐饮管理有限公司_0484；所属行业：文化艺术/广告传媒；资产规模等级：2.00；贷款金额（万元）：7.96；贷款期限（月）：12.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.03；综合风险得分：2.67；历史违约记录：0.00
27,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,1,自有房产,3,5.925,小型贷款(5-20万),12,3,0.015,0.538636364,4,2,2,4,1,3,0.060312048,6.031204848,低风险,93.96879515,优质客户,传统散户种植,0,医疗卫生服务,天津源养殖个体工商户_0485,企业名称：天津源养殖个体工商户_0485；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：5.92；贷款期限（月）：12.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：6.03；历史违约记录：0.00
35,中年骨干(35-44岁),单身,本地户籍,2,畜禽养殖,3,自有房产,2,18.9,小型贷款(5-20万),18,3,0.015,0.609677419,4,2,2,4,1,2,0.094491626,9.449162577,中低风险,90.55083742,优质客户,非柑橘产业,0,教育培训机构,陕西隆农产品个体经营_0486,企业名称：陕西隆农产品个体经营_0486；所属行业：教育培训机构；资产规模等级：3.00；贷款金额（万元）：18.90；贷款期限（月）：18.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.09；综合风险得分：9.45；历史违约记录：0.00
37,中年骨干(35-44岁),已婚,外地户籍,4,水果种植,2,自有房产,5,18.06,小型贷款(5-20万),18,3,0.015,0.86,4,2,1,2,1,2,0.184546636,18.4546636,中风险,81.5453364,优质客户,传统散户种植,0,物流/运输业,江苏通工程环保科技有限公司_0487,企业名称：江苏通工程环保科技有限公司_0487；所属行业：物流/运输业；资产规模等级：2.00；贷款金额（万元）：18.06；贷款期限（月）：18.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.18；综合风险得分：18.45；历史违约记录：0.00
